Fecha,Institución,Pacientes,Positivos,En_estudio
21/08/2020,ISSSTE,30,13,17
21/08/2020,IMSS,481,306,175
21/08/2020,Privados,62,49,13
22/08/2020,SSJ,150,93,57
22/08/2020,HCG,95,61,34
22/08/2020,ISSSTE,31,21,10
22/08/2020,IMSS,503,312,191
22/08/2020,Privados,62,49,13
23/08/2020,SSJ,138,89,49
23/08/2020,HCG,96,60,36
23/08/2020,ISSSTE,34,20,14
23/08/2020,IMSS,500,258,242
23/08/2020,Privados,62,49,13
24/08/2020,SSJ,138,96,42
24/08/2020,HCG,91,59,32
24/08/2020,ISSSTE,36,22,14
24/08/2020,IMSS,524,303,221
24/08/2020,Privados,101,85,16
25/08/2020,SSJ,135,92,43
25/08/2020,HCG,83,64,19
25/08/2020,ISSSTE,36,20,16
25/08/2020,IMSS,508,320,188
25/08/2020,Privados,93,65,28
26/08/2020,SSJ,138,92,46
26/08/2020,HCG,87,63,24
26/08/2020,ISSSTE,37,17,20
26/08/2020,IMSS,475,297,178
26/08/2020,Privados,67,46,21
27/08/2020,SSJ,144,90,54
27/08/2020,HCG,90,68,22
27/08/2020,ISSSTE,37,17,20
27/08/2020,IMSS,474,287,187
27/08/2020,Privados,47,35,12
28/08/2020,SSJ,150,85,65
28/08/2020,HCG,85,63,22
28/08/2020,ISSSTE,30,17,13
28/08/2020,IMSS,474,292,182
28/08/2020,Privados,93,75,18
29/08/2020,SSJ,144,84,60
29/08/2020,HCG,88,61,27
29/08/2020,ISSSTE,30,19,11
29/08/2020,IMSS,453,289,164
29/08/2020,Privados,93,75,18
30/08/2020,SSJ,150,87,63
30/08/2020,HCG,89,57,32
30/08/2020,ISSSTE,29,18,11
30/08/2020,IMSS,454,280,174
30/08/2020,Privados,0,0,0
31/08/2020,SSJ,143,91,52
31/08/2020,HCG,90,54,36
31/08/2020,ISSSTE,31,19,12
31/08/2020,IMSS,460,292,168
31/08/2020,Privados,37,30,7
01/09/2020,SSJ,140,87,53
01/09/2020,HCG,97,63,34
01/09/2020,ISSSTE,27,13,14
01/09/2020,IMSS,455,306,149
01/09/2020,Privados,84,62,22
02/09/2020,SSJ,145,89,56
02/09/2020,HCG,92,65,27
02/09/2020,ISSSTE,23,11,12
02/09/2020,IMSS,449,275,174
02/09/2020,Privados,92,70,22
03/09/2020,SSJ,145,91,54
03/09/2020,HCG,90,65,25
03/09/2020,ISSSTE,23,8,15
03/09/2020,IMSS,438,270,168
03/09/2020,Privados,90,72,18
04/09/2020,SSJ,141,89,52
04/09/2020,HCG,89,55,34
04/09/2020,ISSSTE,25,8,17
04/09/2020,IMSS,455,283,172
04/09/2020,Privados,85,69,16
05/09/2020,SSJ,143,99,44
05/09/2020,HCG,95,61,34
05/09/2020,ISSSTE,22,7,15
05/09/2020,IMSS,448,252,196
05/09/2020,Privados,74,50,24
06/09/2020,SSJ,137,88,49
06/09/2020,HCG,93,57,36
06/09/2020,ISSSTE,25,8,17
06/09/2020,IMSS,446,264,182
06/09/2020,Privados,0,0,0
07/09/2020,SSJ,134,85,49
07/09/2020,HCG,92,51,41
07/09/2020,ISSSTE,26,18,8
07/09/2020,IMSS,452,279,173
07/09/2020,Privados,29,24,5
08/09/2020,SSJ,133,85,48
08/09/2020,HCG,86,53,33
08/09/2020,ISSSTE,20,13,7
08/09/2020,IMSS,442,276,166
08/09/2020,Privados,91,70,21
09/09/2020,SSJ,133,84,49
09/09/2020,HCG,84,58,26
09/09/2020,ISSSTE,20,11,9
09/09/2020,IMSS,428,302,126
09/09/2020,Privados,77,58,19
10/09/2020,SSJ,148,88,60
10/09/2020,HCG,90,59,31
10/09/2020,ISSSTE,21,11,10
10/09/2020,IMSS,400,270,130
10/09/2020,Privados,80,62,18
11/09/2020,SSJ,145,89,56
11/09/2020,HCG,89,59,30
11/09/2020,ISSSTE,18,9,9
11/09/2020,IMSS,403,257,146
11/09/2020,Privados,67,55,12
12/09/2020,SSJ,143,85,58
12/09/2020,HCG,90,55,35
12/09/2020,ISSSTE,19,14,5
12/09/2020,IMSS,390,227,163
12/09/2020,Privados,49,39,10
13/09/2020,SSJ,147,98,49
13/09/2020,HCG,89,49,40
13/09/2020,ISSSTE,19,13,6
13/09/2020,IMSS,414,226,188
13/09/2020,Privados,0,0,0
14/09/2020,SSJ,136,89,47
14/09/2020,HCG,86,54,32
14/09/2020,ISSSTE,19,11,8
14/09/2020,IMSS,419,218,201
14/09/2020,Privados,68,55,13
15/09/2020,SSJ,128,89,39
15/09/2020,HCG,83,47,36
15/09/2020,ISSSTE,21,10,11
15/09/2020,IMSS,418,226,192
15/09/2020,Privados,79,54,25
16/09/2020,SSJ,133,91,42
16/09/2020,HCG,82,50,32
16/09/2020,ISSSTE,21,10,11
16/09/2020,IMSS,412,215,197
16/09/2020,Privados,53,40,13
17/09/2020,SSJ,137,90,47
17/09/2020,HCG,79,49,30
17/09/2020,ISSSTE,24,10,14
17/09/2020,IMSS,394,238,156
17/09/2020,Privados,48,34,14
18/09/2020,SSJ,131,87,44
18/09/2020,HCG,79,42,37
18/09/2020,ISSSTE,26,10,16
18/09/2020,IMSS,378,238,140
18/09/2020,Privados,78,62,16
19/09/2020,SSJ,127,93,34
19/09/2020,HCG,83,49,34
19/09/2020,ISSSTE,29,13,16
19/09/2020,IMSS,380,199,181
19/09/2020,Privados,52,42,10
20/09/2020,SSJ,120,82,38
20/09/2020,HCG,84,44,40
20/09/2020,ISSSTE,33,17,16
20/09/2020,IMSS,396,219,177
20/09/2020,Privados,49,40,9
21/09/2020,SSJ,117,75,42
21/09/2020,HCG,88,42,46
21/09/2020,ISSSTE,29,13,16
21/09/2020,IMSS,408,253,155
21/09/2020,Privados,76,59,17
22/09/2020,SSJ,129,87,42
22/09/2020,HCG,90,35,55
22/09/2020,ISSSTE,31,18,13
22/09/2020,IMSS,403,252,151
22/09/2020,Privados,76,56,20
23/09/2020,SSJ,127,82,45
23/09/2020,HCG,86,51,35
23/09/2020,ISSSTE,30,16,14
23/09/2020,IMSS,391,255,136
23/09/2020,Privados,85,68,17
24/09/2020,SSJ,121,78,43
24/09/2020,HCG,80,51,29
24/09/2020,ISSSTE,29,20,9
24/09/2020,IMSS,384,254,130
24/09/2020,Privados,87,66,21
25/09/2020,SSJ,128,87,41
25/09/2020,HCG,80,54,26
25/09/2020,ISSSTE,28,20,8
25/09/2020,IMSS,379,229,150
25/09/2020,Privados,95,65,30
26/09/2020,SSJ,125,81,44
26/09/2020,HCG,78,53,25
26/09/2020,ISSSTE,28,19,9
26/09/2020,IMSS,359,217,142
26/09/2020,Privados,0,0,0
27/09/2020,SSJ,118,80,38
27/09/2020,HCG,80,51,29
27/09/2020,ISSSTE,27,16,11
27/09/2020,IMSS,370,222,148
27/09/2020,Privados,56,48,8
28/09/2020,SSJ,114,71,43
28/09/2020,HCG,81,46,35
28/09/2020,ISSSTE,29,18,11
28/09/2020,IMSS,365,223,142
28/09/2020,Privados,0,0,0
29/09/2020,SSJ,120,75,45
29/09/2020,HCG,84,44,40
29/09/2020,ISSSTE,30,18,12
29/09/2020,IMSS,368,220,148
29/09/2020,Privados,0,0,0
30/09/2020,SSJ,113,70,43
30/09/2020,HCG,89,51,38
30/09/2020,ISSSTE,35,15,20
30/09/2020,IMSS,339,217,122
30/09/2020,Privados,91,66,25
01/10/2020,SSJ,109,67,42
01/10/2020,HCG,89,58,31
01/10/2020,ISSSTE,32,16,16
01/10/2020,IMSS,336,208,128
01/10/2020,Privados,92,72,20
02/10/2020,SSJ,103,61,42
02/10/2020,HCG,85,66,19
02/10/2020,ISSSTE,30,14,16
02/10/2020,IMSS,316,189,127
02/10/2020,Privados,69,55,14
03/10/2020,SSJ,106,61,45
03/10/2020,HCG,80,59,21
03/10/2020,ISSSTE,28,15,13
03/10/2020,IMSS,314,182,132
03/10/2020,Privados,64,52,12
04/10/2020,SSJ,103,64,39
04/10/2020,HCG,78,54,24
04/10/2020,ISSSTE,24,12,12
04/10/2020,IMSS,311,183,128
04/10/2020,Privados,69,58,11
05/10/2020,SSJ,109,66,43
05/10/2020,HCG,76,51,25
05/10/2020,ISSSTE,25,14,11
05/10/2020,IMSS,334,215,119
05/10/2020,Privados,86,68,18
06/10/2020,SSJ,105,62,43
06/10/2020,HCG,80,48,32
06/10/2020,ISSSTE,26,13,13
06/10/2020,IMSS,329,198,131
06/10/2020,Privados,83,54,29
07/10/2020,SSJ,107,65,42
07/10/2020,HCG,77,47,30
07/10/2020,ISSSTE,26,11,15
07/10/2020,IMSS,335,195,140
07/10/2020,Privados,97,75,22
08/10/2020,SSJ,117,70,47
08/10/2020,HCG,82,57,25
08/10/2020,ISSSTE,30,11,19
08/10/2020,IMSS,334,199,135
08/10/2020,Privados,93,74,19
09/10/2020,SSJ,108,61,47
09/10/2020,HCG,84,52,32
09/10/2020,ISSSTE,27,10,17
09/10/2020,IMSS,341,208,133
09/10/2020,Privados,90,72,18
10/10/2020,SSJ,110,64,46
10/10/2020,HCG,88,57,31
10/10/2020,ISSSTE,27,13,14
10/10/2020,IMSS,349,208,141
10/10/2020,Privados,90,75,15
11/10/2020,SSJ,115,67,48
11/10/2020,HCG,91,57,34
11/10/2020,ISSSTE,25,12,13
11/10/2020,IMSS,348,206,142
11/10/2020,Privados,0,0,0
12/10/2020,SSJ,120,79,41
12/10/2020,HCG,93,53,40
12/10/2020,ISSSTE,29,17,12
12/10/2020,IMSS,356,194,162
12/10/2020,Privados,89,69,20
13/10/2020,SSJ,121,83,38
13/10/2020,HCG,76,52,24
13/10/2020,ISSSTE,30,16,14
13/10/2020,IMSS,357,207,150
13/10/2020,Privados,67,55,12
14/10/2020,SSJ,120,82,38
14/10/2020,HCG,76,51,25
14/10/2020,ISSSTE,34,16,18
14/10/2020,IMSS,344,220,124
14/10/2020,Privados,90,65,25
15/10/2020,SSJ,121,82,39
15/10/2020,HCG,71,49,22
15/10/2020,ISSSTE,30,13,17
15/10/2020,IMSS,342,209,133
15/10/2020,Privados,89,64,25
16/10/2020,SSJ,115,79,36
16/10/2020,HCG,61,48,13
16/10/2020,ISSSTE,31,14,17
16/10/2020,IMSS,343,209,134
16/10/2020,Privados,95,69,26
17/10/2020,SSJ,111,78,33
17/10/2020,HCG,67,48,19
17/10/2020,ISSSTE,31,13,18
17/10/2020,IMSS,357,229,128
17/10/2020,Privados,0,0,0
18/10/2020,SSJ,112,74,38
18/10/2020,HCG,70,47,23
18/10/2020,ISSSTE,32,12,20
18/10/2020,IMSS,388,229,159
18/10/2020,Privados,0,0,0
19/10/2020,SSJ,113,78,35
19/10/2020,HCG,77,45,32
19/10/2020,ISSSTE,30,12,18
19/10/2020,IMSS,411,236,175
19/10/2020,Privados,87,66,21
20/10/2020,SSJ,131,84,47
20/10/2020,HCG,83,41,42
20/10/2020,ISSSTE,32,16,16
20/10/2020,IMSS,418,260,158
20/10/2020,Privados,94,68,26
21/10/2020,SSJ,127,78,49
21/10/2020,HCG,90,51,39
21/10/2020,ISSSTE,32,14,18
21/10/2020,IMSS,411,272,139
21/10/2020,Privados,88,69,19
22/10/2020,SSJ,140,79,61
22/10/2020,HCG,83,38,45
22/10/2020,ISSSTE,29,12,17
22/10/2020,IMSS,418,275,143
22/10/2020,Privados,91,74,17
23/10/2020,SSJ,134,86,48
23/10/2020,HCG,83,54,29
23/10/2020,ISSSTE,30,10,20
23/10/2020,IMSS,414,289,125
23/10/2020,Privados,99,79,20
24/10/2020,SSJ,136,87,49
24/10/2020,HCG,87,53,34
24/10/2020,ISSSTE,34,9,25
24/10/2020,IMSS,411,287,124
24/10/2020,Privados,0,0,0
25/10/2020,SSJ,138,92,46
25/10/2020,HCG,87,48,39
25/10/2020,ISSSTE,32,5,27
25/10/2020,IMSS,398,275,123
25/10/2020,Privados,0,0,0
26/10/2020,SSJ,151,97,54
26/10/2020,HCG,94,48,46
26/10/2020,ISSSTE,0,0,0
26/10/2020,IMSS,392,242,150
26/10/2020,Privados,106,83,23
27/10/2020,SSJ,142,97,45
27/10/2020,HCG,103,50,53
27/10/2020,ISSSTE,33,8,25
27/10/2020,IMSS,410,256,154
27/10/2020,Privados,105,79,26
28/10/2020,SSJ,139,99,40
28/10/2020,HCG,100,66,34
28/10/2020,ISSSTE,36,7,29
28/10/2020,IMSS,408,252,156
28/10/2020,Privados,74,60,14
29/10/2020,SSJ,140,99,41
29/10/2020,HCG,93,63,30
29/10/2020,ISSSTE,35,9,26
29/10/2020,IMSS,397,248,149
29/10/2020,Privados,101,81,20
30/10/2020,SSJ,124,96,28
30/10/2020,HCG,93,68,25
30/10/2020,ISSSTE,30,13,17
30/10/2020,IMSS,389,267,122
30/10/2020,Privados,101,86,17
31/10/2020,SSJ,132,99,33
31/10/2020,HCG,94,69,25
31/10/2020,ISSSTE,28,11,17
31/10/2020,IMSS,382,244,138
31/10/2020,Privados,94,83,11
01/11/2020,SSJ,129,97,32
01/11/2020,HCG,92,65,27
01/11/2020,ISSSTE,28,14,14
01/11/2020,IMSS,390,245,145
01/11/2020,Privados,72,66,6
02/11/2020,SSJ,128,94,34
02/11/2020,HCG,89,58,31
02/11/2020,ISSSTE,30,14,16
02/11/2020,IMSS,399,222,177
02/11/2020,Privados,104,89,15
03/11/2020,SSJ,127,93,34
03/11/2020,HCG,83,55,28
03/11/2020,ISSSTE,30,14,16
03/11/2020,IMSS,411,215,196
03/11/2020,Privados,103,90,13
04/11/2020,SSJ,127,92,35
04/11/2020,HCG,80,52,28
04/11/2020,ISSSTE,26,9,17
04/11/2020,IMSS,413,228,185
04/11/2020,Privados,95,84,11
05/11/2020,SSJ,125,91,34
05/11/2020,HCG,80,59,21
05/11/2020,ISSSTE,25,9,16
05/11/2020,IMSS,405,221,184
05/11/2020,Privados,92,81,11
06/11/2020,SSJ,120,84,36
06/11/2020,HCG,74,51,23
06/11/2020,ISSSTE,25,6,19
06/11/2020,IMSS,406,232,174
06/11/2020,Privados,88,77,11
07/11/2020,SSJ,121,78,43
07/11/2020,HCG,74,48,26
07/11/2020,ISSSTE,25,5,20
07/11/2020,IMSS,372,236,136
07/11/2020,Privados,53,45,8
08/11/2020,SSJ,122,79,43
08/11/2020,HCG,84,47,37
08/11/2020,ISSSTE,27,9,18
08/11/2020,IMSS,365,209,156
08/11/2020,Privados,55,46,9
09/11/2020,SSJ,122,84,38
09/11/2020,HCG,79,41,38
09/11/2020,ISSSTE,29,8,21
09/11/2020,IMSS,365,196,169
09/11/2020,Privados,90,73,17
10/11/2020,SSJ,121,83,38
10/11/2020,HCG,82,42,40
10/11/2020,ISSSTE,29,9,20
10/11/2020,IMSS,374,195,179
10/11/2020,Privados,80,67,13
11/11/2020,SSJ,123,76,47
11/11/2020,HCG,85,60,25
11/11/2020,ISSSTE,29,8,21
11/11/2020,IMSS,373,208,165
11/11/2020,Privados,85,66,19
12/11/2020,SSJ,128,81,47
12/11/2020,HCG,78,52,26
12/11/2020,ISSSTE,30,14,16
12/11/2020,IMSS,359,199,160
12/11/2020,Privados,85,68,17
13/11/2020,SSJ,120,80,40
13/11/2020,HCG,89,52,37
13/11/2020,ISSSTE,30,11,19
13/11/2020,IMSS,360,210,150
13/11/2020,Privados,85,67,18
14/11/2020,SSJ,115,82,33
14/11/2020,HCG,86,47,39
14/11/2020,ISSSTE,32,12,20
14/11/2020,IMSS,373,202,171
14/11/2020,Privados,89,79,10
15/11/2020,SSJ,116,79,37
15/11/2020,HCG,83,46,37
15/11/2020,ISSSTE,35,12,23
15/11/2020,IMSS,374,192,182
15/11/2020,Privados,39,35,4
16/11/2020,SSJ,116,74,42
16/11/2020,HCG,79,40,39
16/11/2020,ISSSTE,37,19,18
16/11/2020,IMSS,396,190,206
16/11/2020,Privados,74,61,13
17/11/2020,SSJ,122,61,61
17/11/2020,HCG,78,37,41
17/11/2020,ISSSTE,36,18,18
17/11/2020,IMSS,383,173,210
17/11/2020,Privados,101,80,21
18/11/2020,SSJ,106,66,40
18/11/2020,HCG,73,42,31
18/11/2020,ISSSTE,37,18,19
18/11/2020,IMSS,383,178,205
18/11/2020,Privados,100,78,22
19/11/2020,SSJ,115,73,42
19/11/2020,HCG,77,50,27
19/11/2020,ISSSTE,34,17,17
19/11/2020,IMSS,384,197,187
19/11/2020,Privados,106,77,29
20/11/2020,SSJ,119,73,46
20/11/2020,HCG,85,55,30
20/11/2020,ISSSTE,28,18,10
20/11/2020,IMSS,382,218,164
20/11/2020,Privados,105,78,27
21/11/2020,SSJ,112,70,42
21/11/2020,HCG,85,53,32
21/11/2020,ISSSTE,22,17,5
21/11/2020,IMSS,377,241,136
21/11/2020,Privados,81,71,10
22/11/2020,SSJ,116,72,44
22/11/2020,HCG,90,46,44
22/11/2020,ISSSTE,21,15,6
22/11/2020,IMSS,390,235,155
22/11/2020,Privados,72,68,4
23/11/2020,SSJ,113,70,43
23/11/2020,HCG,93,43,50
23/11/2020,ISSSTE,23,16,7
23/11/2020,IMSS,405,233,172
23/11/2020,Privados,100,80,20
24/11/2020,SSJ,119,74,45
24/11/2020,HCG,94,49,45
24/11/2020,ISSSTE,25,17,8
24/11/2020,IMSS,416,222,194
24/11/2020,Privados,101,84,17
25/11/2020,SSJ,129,86,43
25/11/2020,HCG,97,55,42
25/11/2020,ISSSTE,31,19,12
25/11/2020,IMSS,426,216,210
25/11/2020,Privados,97,85,12
26/11/2020,SSJ,133,92,41
26/11/2020,HCG,94,53,41
26/11/2020,ISSSTE,27,11,16
26/11/2020,IMSS,425,222,203
26/11/2020,Privados,102,78,24
27/11/2020,SSJ,142,86,56
27/11/2020,HCG,101,60,41
27/11/2020,ISSSTE,25,8,17
27/11/2020,IMSS,428,235,193
27/11/2020,Privados,99,74,25
28/11/2020,SSJ,134,83,51
28/11/2020,HCG,104,66,38
28/11/2020,ISSSTE,26,8,18
28/11/2020,IMSS,415,231,184
28/11/2020,Privados,92,68,24
29/11/2020,SSJ,128,85,43
29/11/2020,HCG,103,64,39
29/11/2020,ISSSTE,24,14,10
29/11/2020,IMSS,424,235,189
29/11/2020,Privados,73,67,6
30/11/2020,SSJ,133,84,49
30/11/2020,HCG,101,61,40
30/11/2020,ISSSTE,29,13,16
30/11/2020,IMSS,451,243,208
30/11/2020,Privados,109,91,18
01/12/2020,SSJ,120,77,43
01/12/2020,HCG,97,54,43
01/12/2020,ISSSTE,29,10,19
01/12/2020,IMSS,462,239,223
01/12/2020,Privados,105,81,24
02/12/2020,SSJ,121,82,39
02/12/2020,HCG,101,63,38
02/12/2020,ISSSTE,35,19,16
02/12/2020,IMSS,470,245,225
02/12/2020,Privados,96,71,25
03/12/2020,SSJ,126,81,45
03/12/2020,HCG,97,67,30
03/12/2020,ISSSTE,40,23,17
03/12/2020,IMSS,458,250,208
03/12/2020,Privados,99,74,25
04/12/2020,SSJ,137,84,53
04/12/2020,HCG,95,62,33
04/12/2020,ISSSTE,37,17,20
04/12/2020,IMSS,452,263,189
04/12/2020,Privados,99,75,24
05/12/2020,SSJ,140,85,55
05/12/2020,HCG,103,62,41
05/12/2020,ISSSTE,37,17,20
05/12/2020,IMSS,456,251,205
05/12/2020,Privados,71,53,18
06/12/2020,SSJ,141,89,52
06/12/2020,HCG,99,63,36
06/12/2020,ISSSTE,39,17,22
06/12/2020,IMSS,495,264,231
06/12/2020,Privados,67,57,10
07/12/2020,SSJ,136,90,46
07/12/2020,HCG,92,56,36
07/12/2020,ISSSTE,39,17,22
07/12/2020,IMSS,496,270,226
07/12/2020,Privados,97,68,29
08/12/2020,SSJ,143,93,50
08/12/2020,HCG,105,55,50
08/12/2020,ISSSTE,36,19,17
08/12/2020,IMSS,517,250,267
08/12/2020,Privados,104,77,27
09/12/2020,SSJ,148,91,57
09/12/2020,HCG,116,58,58
09/12/2020,ISSSTE,38,21,17
09/12/2020,IMSS,533,309,224
09/12/2020,Privados,102,73,29
10/12/2020,SSJ,156,90,66
10/12/2020,HCG,110,76,34
10/12/2020,ISSSTE,37,19,18
10/12/2020,IMSS,540,306,234
10/12/2020,Privados,78,65,13
11/12/2020,SSJ,154,91,63
11/12/2020,HCG,110,75,35
11/12/2020,ISSSTE,36,21,15
11/12/2020,IMSS,532,343,189
11/12/2020,Privados,98,78,20
12/12/2020,SSJ,152,94,58
12/12/2020,HCG,106,83,23
12/12/2020,ISSSTE,38,20,18
12/12/2020,IMSS,531,324,207
12/12/2020,Privados,59,40,19
13/12/2020,SSJ,151,98,53
13/12/2020,HCG,104,74,30
13/12/2020,ISSSTE,37,19,18
13/12/2020,IMSS,514,344,170
13/12/2020,Privados,74,61,13
14/12/2020,SSJ,152,96,56
14/12/2020,HCG,107,71,36
14/12/2020,ISSSTE,34,18,16
14/12/2020,IMSS,511,354,157
14/12/2020,Privados,104,81,23
15/12/2020,SSJ,158,96,62
15/12/2020,HCG,115,78,37
15/12/2020,ISSSTE,34,18,16
15/12/2020,IMSS,549,357,192
15/12/2020,Privados,109,80,29
16/12/2020,SSJ,158,105,53
16/12/2020,HCG,116,74,42
16/12/2020,ISSSTE,31,17,14
16/12/2020,IMSS,551,332,219
16/12/2020,Privados,96,77,19
17/12/2020,SSJ,148,101,47
17/12/2020,HCG,119,74,45
17/12/2020,ISSSTE,37,25,12
17/12/2020,IMSS,573,320,253
17/12/2020,Privados,96,68,28
18/12/2020,SSJ,145,94,51
18/12/2020,HCG,118,80,38
18/12/2020,ISSSTE,39,23,16
18/12/2020,IMSS,580,285,295
18/12/2020,Privados,99,76,23
19/12/2020,SSJ,143,88,55
19/12/2020,HCG,117,81,36
19/12/2020,ISSSTE,35,16,19
19/12/2020,IMSS,553,269,284
19/12/2020,Privados,74,65,9
20/12/2020,SSJ,148,90,58
20/12/2020,HCG,123,82,41
20/12/2020,ISSSTE,38,17,21
20/12/2020,IMSS,600,269,331
20/12/2020,Privados,73,65,8
21/12/2020,SSJ,152,91,61
21/12/2020,HCG,113,73,40
21/12/2020,ISSSTE,38,14,24
21/12/2020,IMSS,598,315,283
21/12/2020,Privados,102,74,28
22/12/2020,SSJ,161,92,69
22/12/2020,HCG,113,73,40
22/12/2020,ISSSTE,40,12,28
22/12/2020,IMSS,614,322,292
22/12/2020,Privados,112,100,12
23/12/2020,SSJ,167,98,69
23/12/2020,HCG,109,60,49
23/12/2020,ISSSTE,38,9,29
23/12/2020,IMSS,613,364,249
23/12/2020,Privados,113,100,13
24/12/2020,SSJ,175,109,66
24/12/2020,HCG,108,72,36
24/12/2020,ISSSTE,44,7,37
24/12/2020,IMSS,603,348,255
24/12/2020,Privados,112,98,14
25/12/2020,SSJ,180,111,69
25/12/2020,HCG,116,67,49
25/12/2020,ISSSTE,43,20,23
25/12/2020,IMSS,610,363,247
25/12/2020,Privados,80,76,4
26/12/2020,SSJ,178,112,66
26/12/2020,HCG,113,68,45
26/12/2020,ISSSTE,40,20,20
26/12/2020,IMSS,600,369,231
26/12/2020,Privados,106,89,17
27/12/2020,SSJ,182,113,69
27/12/2020,HCG,111,61,50
27/12/2020,ISSSTE,44,18,26
27/12/2020,IMSS,629,380,249
27/12/2020,Privados,79,73,6
28/12/2020,SSJ,187,110,77
28/12/2020,HCG,113,60,53
28/12/2020,ISSSTE,47,16,31
28/12/2020,IMSS,682,415,267
28/12/2020,Privados,110,90,20
29/12/2020,SSJ,176,101,75
29/12/2020,HCG,113,60,53
29/12/2020,ISSSTE,52,30,22
29/12/2020,IMSS,691,434,257
29/12/2020,Privados,127,97,30
30/12/2020,SSJ,179,109,70
30/12/2020,HCG,122,59,63
30/12/2020,ISSSTE,54,28,26
30/12/2020,IMSS,719,415,304
30/12/2020,Privados,107,77,30
31/12/2020,SSJ,167,110,57
31/12/2020,HCG,126,82,44
31/12/2020,ISSSTE,54,21,33
31/12/2020,IMSS,723,442,281
31/12/2020,Privados,119,89,30
01/01/2021,SSJ,163,109,54
01/01/2021,HCG,123,79,44
01/01/2021,ISSSTE,59,20,39
01/01/2021,IMSS,714,484,230
01/01/2021,Privados,0,0,0
02/01/2021,SSJ,176,109,67
02/01/2021,HCG,123,88,35
02/01/2021,ISSSTE,54,19,35
02/01/2021,IMSS,762,484,278
02/01/2021,Privados,0,0,0
03/01/2021,SSJ,180,108,72
03/01/2021,HCG,124,80,44
03/01/2021,ISSSTE,65,27,38
03/01/2021,IMSS,822,477,345
03/01/2021,Privados,86,69,17
04/01/2021,SSJ,184,106,78
04/01/2021,HCG,120,70,50
04/01/2021,ISSSTE,72,27,45
04/01/2021,IMSS,836,473,363
04/01/2021,Privados,132,96,36
05/01/2021,SSJ,186,101,85
05/01/2021,HCG,128,75,53
05/01/2021,ISSSTE,80,29,51
05/01/2021,IMSS,883,518,365
05/01/2021,Privados,130,90,40
06/01/2021,SSJ,199,101,98
06/01/2021,HCG,128,82,46
06/01/2021,ISSSTE,84,33,51
06/01/2021,IMSS,888,498,390
06/01/2021,Privados,133,106,27
07/01/2021,SSJ,199,102,97
07/01/2021,HCG,137,84,53
07/01/2021,ISSSTE,82,26,56
07/01/2021,IMSS,951,486,465
07/01/2021,Privados,118,98,20
08/01/2021,SSJ,197,102,95
08/01/2021,HCG,149,101,48
08/01/2021,ISSSTE,82,23,59
08/01/2021,IMSS,991,524,467
08/01/2021,Privados,120,100,20
09/01/2021,SSJ,222,107,115
09/01/2021,HCG,153,101,52
09/01/2021,ISSSTE,88,35,53
09/01/2021,IMSS,989,550,439
09/01/2021,Privados,122,101,21
10/01/2021,SSJ,219,113,106
10/01/2021,HCG,162,113,49
10/01/2021,ISSSTE,99,34,65
10/01/2021,IMSS,1020,561,459
10/01/2021,Privados,85,74,11
11/01/2021,SSJ,218,134,85
11/01/2021,HCG,169,105,64
11/01/2021,ISSSTE,104,48,56
11/01/2021,IMSS,1024,613,411
11/01/2021,Privados,122,100,22
12/01/2021,SSJ,208,127,81
12/01/2021,HCG,165,99,66
12/01/2021,ISSSTE,106,56,50
12/01/2021,IMSS,1057,594,463
12/01/2021,Privados,69,57,12
13/01/2021,SSJ,229,128,101
13/01/2021,HCG,169,107,62
13/01/2021,ISSSTE,102,56,46
13/01/2021,IMSS,1072,655,417
13/01/2021,Privados,107,82,25
14/01/2021,SSJ,225,134,91
14/01/2021,HCG,179,122,57
14/01/2021,ISSSTE,95,56,39
14/01/2021,IMSS,1093,632,461
14/01/2021,Privados,111,89,23
15/01/2021,SSJ,226,128,98
15/01/2021,HCG,197,137,60
15/01/2021,ISSSTE,94,50,44
15/01/2021,IMSS,1100,626,474
15/01/2021,Privados,111,87,24
16/01/2021,SSJ,229,138,91
16/01/2021,HCG,197,148,49
16/01/2021,ISSSTE,92,40,52
16/01/2021,IMSS,1124,658,466
16/01/2021,Privados,92,78,14
17/01/2021,SSJ,244,145,99
17/01/2021,HCG,207,156,51
17/01/2021,ISSSTE,101,47,54
17/01/2021,IMSS,1153,660,493
17/01/2021,Privados,92,78,14
18/01/2021,SSJ,264,166,98
18/01/2021,HCG,216,158,58
18/01/2021,ISSSTE,106,55,51
18/01/2021,IMSS,1140,700,440
18/01/2021,Privados,103,84,19
19/01/2021,SSJ,262,169,93
19/01/2021,HCG,214,157,57
19/01/2021,ISSSTE,106,37,69
19/01/2021,IMSS,1213,671,542
19/01/2021,Privados,107,85,22
20/01/2021,SSJ,256,155,101
20/01/2021,HCG,222,172,50
20/01/2021,ISSSTE,110,37,73
20/01/2021,IMSS,1177,678,499
20/01/2021,Privados,110,90,20
20/01/2021,SMM TLAJOMULCO,7,7,0
20/01/2021,SMM GUADALAJARA,21,10,11
21/01/2021,SSJ,254,158,96
21/01/2021,HCG,214,153,61
21/01/2021,ISSSTE,108,65,43
21/01/2021,IMSS,1199,672,527
21/01/2021,Privados,108,93,15
21/01/2021,SMM TLAJOMULCO,7,7,0
21/01/2021,SMM GUADALAJARA,32,11,9
22/01/2021,SSJ,256,154,102
22/01/2021,HCG,229,180,49
