Fecha,Institución,Pacientes,Positivos,En_estudio
22/01/2021,ISSSTE,105,62,43
22/01/2021,IMSS,1209,647,562
22/01/2021,Privados,99,90,9
22/01/2021,SMM TLAJOMULCO,6,5,1
22/01/2021,SMM GUADALAJARA,30,14,6
23/01/2021,SSJ,269,157,112
23/01/2021,HCG,235,185,50
23/01/2021,ISSSTE,102,62,40
23/01/2021,IMSS,1246,696,550
23/01/2021,Privados,99,84,15
23/01/2021,SMM TLAJOMULCO,0,0,0
23/01/2021,SMM GUADALAJARA,0,0,0
23/01/2021,SSMM ZAPOPAN,5,3,2
24/01/2021,SSJ,272,164,108
24/01/2021,HCG,233,174,59
24/01/2021,ISSSTE,102,46,56
24/01/2021,IMSS,1257,696,561
24/01/2021,Privados,112,98,14
24/01/2021,SMM TLAJOMULCO,7,5,2
24/01/2021,SMM GUADALAJARA,0,0,0
24/01/2021,CRUZ ROJA,1,0,1
24/01/2021,SSMM ZAPOPAN,0,0,0
25/01/2021,SSJ,277,168,109
25/01/2021,HCG,229,173,56
25/01/2021,ISSSTE,94,40,54
25/01/2021,IMSS,1224,665,559
25/01/2021,Privados,153,116,37
25/01/2021,SMM TLAJOMULCO,7,7,0
25/01/2021,SMM GUADALAJARA,0,0,0
25/01/2021,CRUZ ROJA,1,0,1
25/01/2021,SSMM ZAPOPAN,0,0,0
26/01/2021,SSJ,289,174,115
26/01/2021,HCG,229,185,44
26/01/2021,ISSSTE,93,50,43
26/01/2021,IMSS,1243,703,540
26/01/2021,Privados,101,79,22
26/01/2021,SMM TLAJOMULCO,6,5,1
26/01/2021,SMM GUADALAJARA,0,0,0
26/01/2021,CRUZ ROJA,0,0,0
26/01/2021,SSMM ZAPOPAN,6,4,2
27/01/2021,SSJ,293,194,99
27/01/2021,HCG,226,185,41
27/01/2021,ISSSTE,93,42,51
27/01/2021,IMSS,1226,705,521
27/01/2021,Privados,150,113,37
27/01/2021,SMM TLAJOMULCO,6,6,0
27/01/2021,SMM GUADALAJARA,0,0,0
27/01/2021,CRUZ ROJA,0,0,0
27/01/2021,SSMM ZAPOPAN,0,0,0
28/01/2021,SSJ,289,193,96
28/01/2021,HCG,223,177,46
28/01/2021,ISSSTE,96,53,43
28/01/2021,IMSS,1247,719,528
28/01/2021,Privados,147,112,35
28/01/2021,SMM TLAJOMULCO,6,6,0
28/01/2021,SMM GUADALAJARA,0,0,0
28/01/2021,CRUZ ROJA,0,0,0
28/01/2021,SSMM ZAPOPAN,5,4,1
29/01/2021,SSJ,290,180,110
29/01/2021,HCG,227,186,41
29/01/2021,ISSSTE,97,46,51
29/01/2021,IMSS,1185,675,510
29/01/2021,Privados,130,103,27
29/01/2021,SMM TLAJOMULCO,7,7,0
29/01/2021,SMM GUADALAJARA,0,0,0
29/01/2021,CRUZ ROJA,0,0,0
29/01/2021,SSMM ZAPOPAN,0,0,0
30/01/2021,SSJ,291,170,121
30/01/2021,HCG,217,176,41
30/01/2021,ISSSTE,96,60,36
30/01/2021,IMSS,1170,621,549
30/01/2021,Privados,106,86,20
30/01/2021,SMM TLAJOMULCO,6,6,0
30/01/2021,SMM GUADALAJARA,0,0,0
30/01/2021,CRUZ ROJA,0,0,0
30/01/2021,SSMM ZAPOPAN,0,0,0
31/01/2021,SSJ,295,183,112
31/01/2021,HCG,226,165,61
31/01/2021,ISSSTE,96,55,41
31/01/2021,IMSS,1154,581,573
31/01/2021,Privados,89,78,11
31/01/2021,SMM TLAJOMULCO,0,0,0
31/01/2021,SMM GUADALAJARA,0,0,0
31/01/2021,CRUZ ROJA,0,0,0
31/01/2021,SSMM ZAPOPAN,0,0,0
01/02/2021,SSJ,282,181,101
01/02/2021,HCG,228,156,72
01/02/2021,ISSSTE,96,52,44
01/02/2021,IMSS,1162,579,583
01/02/2021,Privados,92,77,15
01/02/2021,SMM TLAJOMULCO,6,6,0
01/02/2021,SMM GUADALAJARA,0,0,0
01/02/2021,CRUZ ROJA,1,0,1
01/02/2021,SSMM ZAPOPAN,0,0,0
02/02/2021,SSJ,265,186,79
02/02/2021,HCG,226,152,74
02/02/2021,ISSSTE,94,57,37
02/02/2021,IMSS,1146,669,477
02/02/2021,Privados,149,113,36
02/02/2021,SMM TLAJOMULCO,3,2,1
02/02/2021,SMM GUADALAJARA,0,0,0
02/02/2021,CRUZ ROJA,1,0,1
02/02/2021,SSMM ZAPOPAN,5,2,3
03/02/2021,SSJ,266,181,85
03/02/2021,HCG,221,164,57
03/02/2021,ISSSTE,95,51,44
03/02/2021,IMSS,1135,678,457
03/02/2021,Privados,143,104,39
03/02/2021,SMM TLAJOMULCO,4,3,1
03/02/2021,SMM GUADALAJARA,0,0,0
03/02/2021,CRUZ ROJA,1,0,1
03/02/2021,SSMM ZAPOPAN,4,2,2
04/02/2021,SSJ,276,174,102
04/02/2021,HCG,219,167,52
04/02/2021,ISSSTE,85,42,43
04/02/2021,IMSS,1120,651,469
04/02/2021,Privados,138,116,22
04/02/2021,SMM TLAJOMULCO,1,0,1
04/02/2021,SMM GUADALAJARA,0,0,0
04/02/2021,CRUZ ROJA,0,0,0
04/02/2021,SSMM ZAPOPAN,0,0,0
05/02/2021,SSJ,258,162,96
05/02/2021,HCG,212,157,55
05/02/2021,ISSSTE,78,58,20
05/02/2021,IMSS,1080,638,442
05/02/2021,Privados,102,81,21
05/02/2021,SMM TLAJOMULCO,0,0,0
05/02/2021,SMM GUADALAJARA,0,0,0
05/02/2021,CRUZ ROJA,0,0,0
05/02/2021,SSMM ZAPOPAN,2,1,1
06/02/2021,SSJ,256,175,81
06/02/2021,HCG,203,159,44
06/02/2021,ISSSTE,70,47,23
06/02/2021,IMSS,1016,550,466
06/02/2021,Privados,125,102,23
06/02/2021,SMM TLAJOMULCO,0,0,0
06/02/2021,SMM GUADALAJARA,0,0,0
06/02/2021,CRUZ ROJA,0,0,0
06/02/2021,SSMM ZAPOPAN,0,0,0
07/02/2021,SSJ,248,173,75
07/02/2021,HCG,210,153,57
07/02/2021,ISSSTE,69,41,28
07/02/2021,IMSS,1030,687,343
07/02/2021,Privados,87,70,17
07/02/2021,SMM TLAJOMULCO,1,1,0
07/02/2021,SMM GUADALAJARA,0,0,0
07/02/2021,CRUZ ROJA,0,0,0
07/02/2021,SSMM ZAPOPAN,0,0,0
08/02/2021,SSJ,239,166,73
08/02/2021,HCG,205,156,49
08/02/2021,ISSSTE,64,52,12
08/02/2021,IMSS,1002,579,423
08/02/2021,Privados,124,107,17
08/02/2021,SMM TLAJOMULCO,1,1,0
08/02/2021,SMM GUADALAJARA,0,0,0
08/02/2021,CRUZ ROJA,0,0,0
08/02/2021,SSMM ZAPOPAN,2,1,1
09/02/2021,SSJ,227,164,63
09/02/2021,HCG,199,159,40
09/02/2021,ISSSTE,63,47,16
09/02/2021,IMSS,969,587,382
09/02/2021,Privados,122,111,11
09/02/2021,SMM TLAJOMULCO,1,1,0
09/02/2021,SMM GUADALAJARA,0,0,0
09/02/2021,CRUZ ROJA,0,0,0
09/02/2021,SSMM ZAPOPAN,2,1,1
10/02/2021,SSJ,215,168,47
10/02/2021,HCG,193,149,44
10/02/2021,ISSSTE,69,54,15
10/02/2021,IMSS,932,679,253
10/02/2021,Privados,124,115,9
10/02/2021,SMM TLAJOMULCO,0,0,0
10/02/2021,SMM GUADALAJARA,0,0,0
10/02/2021,CRUZ ROJA,0,0,0
10/02/2021,SSMM ZAPOPAN,2,0,2
11/02/2021,SSJ,199,147,52
11/02/2021,HCG,186,144,42
11/02/2021,ISSSTE,69,47,22
11/02/2021,IMSS,896,633,263
11/02/2021,Privados,119,105,14
11/02/2021,SMM TLAJOMULCO,3,2,1
11/02/2021,SMM GUADALAJARA,0,0,0
11/02/2021,CRUZ ROJA,0,0,0
11/02/2021,SSMM ZAPOPAN,0,0,0
12/02/2021,SSJ,194,143,51
12/02/2021,HCG,186,138,48
12/02/2021,ISSSTE,63,42,21
12/02/2021,IMSS,843,633,210
12/02/2021,Privados,122,112,10
12/02/2021,SMM TLAJOMULCO,2,1,1
12/02/2021,SMM GUADALAJARA,0,0,0
12/02/2021,CRUZ ROJA,0,0,0
12/02/2021,SSMM ZAPOPAN,0,0,0
13/02/2021,SSJ,173,125,48
13/02/2021,HCG,178,135,43
13/02/2021,ISSSTE,61,38,23
13/02/2021,IMSS,812,480,332
13/02/2021,Privados,91,80,11
13/02/2021,SMM TLAJOMULCO,2,2,0
13/02/2021,SMM GUADALAJARA,0,0,0
13/02/2021,CRUZ ROJA,0,0,0
13/02/2021,SSMM ZAPOPAN,0,0,0
14/02/2021,SSJ,181,129,52
14/02/2021,HCG,161,129,32
14/02/2021,ISSSTE,59,44,15
14/02/2021,IMSS,790,515,275
14/02/2021,Privados,73,66,7
14/02/2021,SMM TLAJOMULCO,0,0,0
14/02/2021,SMM GUADALAJARA,0,0,0
14/02/2021,CRUZ ROJA,0,0,0
14/02/2021,SSMM ZAPOPAN,0,0,0
15/02/2021,SSJ,163,113,50
15/02/2021,HCG,156,123,33
15/02/2021,ISSSTE,56,37,19
15/02/2021,IMSS,776,490,286
15/02/2021,Privados,118,107,11
15/02/2021,SMM TLAJOMULCO,2,2,0
15/02/2021,SMM GUADALAJARA,0,0,0
15/02/2021,CRUZ ROJA,0,0,0
15/02/2021,SSMM ZAPOPAN,1,0,1
16/02/2021,SSJ,158,109,49
16/02/2021,HCG,144,105,39
16/02/2021,ISSSTE,61,33,28
16/02/2021,IMSS,758,484,274
16/02/2021,Privados,96,84,12
16/02/2021,SMM TLAJOMULCO,2,2,0
16/02/2021,SMM GUADALAJARA,0,0,0
16/02/2021,CRUZ ROJA,0,0,0
16/02/2021,SSMM ZAPOPAN,0,0,0
17/02/2021,SSJ,157,104,53
17/02/2021,HCG,140,110,30
17/02/2021,ISSSTE,55,34,21
17/02/2021,IMSS,708,473,235
17/02/2021,Privados,116,101,15
17/02/2021,SMM TLAJOMULCO,1,1,0
17/02/2021,SMM GUADALAJARA,0,0,0
17/02/2021,CRUZ ROJA,0,0,0
17/02/2021,SSMM ZAPOPAN,0,0,0
18/02/2021,SSJ,154,108,46
18/02/2021,HCG,132,111,21
18/02/2021,ISSSTE,50,35,15
18/02/2021,IMSS,653,463,190
18/02/2021,Privados,105,94,11
18/02/2021,SMM TLAJOMULCO,0,0,0
18/02/2021,SMM GUADALAJARA,0,0,0
18/02/2021,CRUZ ROJA,0,0,0
18/02/2021,SSMM ZAPOPAN,0,0,0
19/02/2021,SSJ,152,105,47
19/02/2021,HCG,124,97,27
19/02/2021,ISSSTE,46,36,10
19/02/2021,IMSS,631,439,192
19/02/2021,Privados,109,99,10
19/02/2021,SMM TLAJOMULCO,0,0,0
19/02/2021,SMM GUADALAJARA,0,0,0
19/02/2021,CRUZ ROJA,0,0,0
19/02/2021,SSMM ZAPOPAN,0,0,0
20/02/2021,SSJ,126,86,40
20/02/2021,HCG,123,94,29
20/02/2021,ISSSTE,40,32,8
20/02/2021,IMSS,586,323,263
20/02/2021,Privados,102,92,10
20/02/2021,SMM TLAJOMULCO,1,1,0
20/02/2021,SMM GUADALAJARA,0,0,0
20/02/2021,CRUZ ROJA,1,0,1
20/02/2021,SSMM ZAPOPAN,0,0,0
21/02/2021,SSJ,122,79,43
21/02/2021,HCG,120,86,34
21/02/2021,ISSSTE,39,29,10
21/02/2021,IMSS,602,361,241
21/02/2021,Privados,58,52,6
21/02/2021,SMM TLAJOMULCO,2,2,0
21/02/2021,SMM GUADALAJARA,0,0,0
21/02/2021,CRUZ ROJA,1,0,1
21/02/2021,SSMM ZAPOPAN,0,0,0
22/02/2021,SSJ,125,83,42
22/02/2021,HCG,122,87,35
22/02/2021,ISSSTE,36,27,9
22/02/2021,IMSS,590,344,246
22/02/2021,Privados,104,91,13
22/02/2021,SMM TLAJOMULCO,1,1,0
22/02/2021,SMM GUADALAJARA,0,0,0
22/02/2021,CRUZ ROJA,0,0,0
22/02/2021,SSMM ZAPOPAN,0,0,0
23/02/2021,SSJ,122,73,49
23/02/2021,HCG,108,80,28
23/02/2021,ISSSTE,35,27,8
23/02/2021,IMSS,535,334,201
23/02/2021,Privados,108,94,14
23/02/2021,SMM TLAJOMULCO,0,0,0
23/02/2021,SMM GUADALAJARA,0,0,0
23/02/2021,CRUZ ROJA,0,0,0
23/02/2021,SSMM ZAPOPAN,0,0,0
24/02/2021,SSJ,123,78,45
24/02/2021,HCG,100,72,28
24/02/2021,ISSSTE,35,24,11
24/02/2021,IMSS,525,341,184
24/02/2021,Privados,103,92,11
24/02/2021,SMM TLAJOMULCO,0,0,0
24/02/2021,SMM GUADALAJARA,0,0,0
24/02/2021,CRUZ ROJA,0,0,0
24/02/2021,SSMM ZAPOPAN,0,0,0
25/02/2021,SSJ,108,81,27
25/02/2021,HCG,104,72,32
25/02/2021,ISSSTE,37,20,17
25/02/2021,IMSS,503,349,154
25/02/2021,Privados,104,92,12
25/02/2021,SMM TLAJOMULCO,0,0,0
25/02/2021,SMM GUADALAJARA,0,0,0
25/02/2021,CRUZ ROJA,0,0,0
25/02/2021,SSMM ZAPOPAN,0,0,0
26/02/2021,SSJ,102,75,27
26/02/2021,HCG,85,59,26
26/02/2021,ISSSTE,29,20,9
26/02/2021,IMSS,485,323,162
26/02/2021,Privados,93,85,8
26/02/2021,SMM TLAJOMULCO,0,0,0
26/02/2021,SMM GUADALAJARA,0,0,0
26/02/2021,CRUZ ROJA,0,0,0
26/02/2021,SSMM ZAPOPAN,0,0,0
27/02/2021,SSJ,97,71,26
27/02/2021,HCG,87,65,22
27/02/2021,ISSSTE,28,18,10
27/02/2021,IMSS,477,323,154
27/02/2021,Privados,63,58,5
27/02/2021,SMM TLAJOMULCO,1,1,0
27/02/2021,SMM GUADALAJARA,0,0,0
27/02/2021,CRUZ ROJA,0,0,0
27/02/2021,SSMM ZAPOPAN,0,0,0
28/02/2021,SSJ,92,71,21
28/02/2021,HCG,84,62,22
28/02/2021,ISSSTE,24,18,6
28/02/2021,IMSS,464,245,219
28/02/2021,Privados,62,55,7
28/02/2021,SMM TLAJOMULCO,1,1,0
28/02/2021,SMM GUADALAJARA,0,0,0
28/02/2021,CRUZ ROJA,0,0,0
28/02/2021,SSMM ZAPOPAN,0,0,0
01/03/2021,SSJ,91,63,28
01/03/2021,HCG,87,60,27
01/03/2021,ISSSTE,27,18,9
01/03/2021,IMSS,460,270,190
01/03/2021,Privados,96,83,13
01/03/2021,SMM TLAJOMULCO,1,1,0
01/03/2021,SMM GUADALAJARA,0,0,0
01/03/2021,CRUZ ROJA,0,0,0
01/03/2021,SSMM ZAPOPAN,0,0,0
02/03/2021,SSJ,88,56,32
02/03/2021,HCG,89,61,28
02/03/2021,ISSSTE,28,16,12
02/03/2021,IMSS,446,249,197
02/03/2021,Privados,81,72,9
02/03/2021,SMM TLAJOMULCO,0,0,0
02/03/2021,SMM GUADALAJARA,0,0,0
02/03/2021,CRUZ ROJA,0,0,0
02/03/2021,SSMM ZAPOPAN,0,0,0
03/03/2021,SSJ,97,65,32
03/03/2021,HCG,86,69,17
03/03/2021,ISSSTE,30,18,12
03/03/2021,IMSS,468,230,238
03/03/2021,Privados,74,66,8
03/03/2021,SMM TLAJOMULCO,0,0,0
03/03/2021,SMM GUADALAJARA,0,0,0
03/03/2021,CRUZ ROJA,0,0,0
03/03/2021,SSMM ZAPOPAN,0,0,0
04/03/2021,SSJ,105,70,35
04/03/2021,HCG,88,69,19
04/03/2021,ISSSTE,28,16,12
04/03/2021,IMSS,481,253,228
04/03/2021,Privados,70,60,10
04/03/2021,SMM TLAJOMULCO,0,0,0
04/03/2021,SMM GUADALAJARA,0,0,0
04/03/2021,CRUZ ROJA,0,0,0
04/03/2021,SSMM ZAPOPAN,0,0,0
05/03/2021,SSJ,108,77,31
05/03/2021,HCG,87,70,17
05/03/2021,ISSSTE,24,12,12
05/03/2021,IMSS,422,268,154
05/03/2021,Privados,77,70,7
05/03/2021,SMM TLAJOMULCO,1,0,1
05/03/2021,SMM GUADALAJARA,0,0,0
05/03/2021,CRUZ ROJA,0,0,0
05/03/2021,SSMM ZAPOPAN,0,0,0
06/03/2021,SSJ,106,73,33
06/03/2021,HCG,81,67,14
06/03/2021,ISSSTE,21,11,10
06/03/2021,IMSS,410,264,146
06/03/2021,Privados,69,59,10
06/03/2021,SMM TLAJOMULCO,0,0,0
06/03/2021,SMM GUADALAJARA,0,0,0
06/03/2021,CRUZ ROJA,0,0,0
06/03/2021,SSMM ZAPOPAN,0,0,0
07/03/2021,SSJ,120,83,37
07/03/2021,HCG,78,60,18
07/03/2021,ISSSTE,21,9,12
07/03/2021,IMSS,410,265,145
07/03/2021,Privados,47,42,5
07/03/2021,SMM TLAJOMULCO,0,0,0
07/03/2021,SMM GUADALAJARA,0,0,0
07/03/2021,CRUZ ROJA,0,0,0
07/03/2021,SSMM ZAPOPAN,0,0,0
08/03/2021,SSJ,112,74,38
08/03/2021,HCG,69,43,26
08/03/2021,ISSSTE,17,7,10
08/03/2021,IMSS,394,258,136
08/03/2021,Privados,79,65,14
08/03/2021,SMM TLAJOMULCO,1,1,0
08/03/2021,SMM GUADALAJARA,0,0,0
08/03/2021,CRUZ ROJA,0,0,0
08/03/2021,SSMM ZAPOPAN,0,0,0
09/03/2021,SSJ,105,63,42
09/03/2021,HCG,69,46,23
09/03/2021,ISSSTE,16,7,9
09/03/2021,IMSS,389,241,148
09/03/2021,Privados,80,72,8
09/03/2021,SMM TLAJOMULCO,1,1,0
09/03/2021,SMM GUADALAJARA,0,0,0
09/03/2021,CRUZ ROJA,0,0,0
09/03/2021,SSMM ZAPOPAN,1,0,1
10/03/2021,SSJ,105,63,42
10/03/2021,HCG,67,45,22
10/03/2021,ISSSTE,18,8,10
10/03/2021,IMSS,382,251,131
10/03/2021,Privados,69,59,10
10/03/2021,SMM TLAJOMULCO,0,0,0
10/03/2021,SMM GUADALAJARA,0,0,0
10/03/2021,CRUZ ROJA,0,0,0
10/03/2021,SSMM ZAPOPAN,0,0,0
11/03/2021,SSJ,89,61,28
11/03/2021,HCG,65,43,22
11/03/2021,ISSSTE,15,7,8
11/03/2021,IMSS,354,218,136
11/03/2021,Privados,73,60,13
11/03/2021,SMM TLAJOMULCO,0,0,0
11/03/2021,SMM GUADALAJARA,0,0,0
11/03/2021,CRUZ ROJA,0,0,0
11/03/2021,SSMM ZAPOPAN,0,0,0
12/03/2021,SSJ,85,69,16
12/03/2021,HCG,62,41,21
12/03/2021,ISSSTE,15,6,9
12/03/2021,IMSS,317,202,115
12/03/2021,Privados,70,59,11
12/03/2021,SMM TLAJOMULCO,0,0,0
12/03/2021,SMM GUADALAJARA,0,0,0
12/03/2021,CRUZ ROJA,0,0,0
12/03/2021,SSMM ZAPOPAN,0,0,0
13/03/2021,SSJ,83,61,22
13/03/2021,HCG,53,44,9
13/03/2021,ISSSTE,16,8,8
13/03/2021,IMSS,300,196,104
13/03/2021,Privados,48,42,6
13/03/2021,SMM TLAJOMULCO,0,0,0
13/03/2021,SMM GUADALAJARA,0,0,0
13/03/2021,CRUZ ROJA,0,0,0
13/03/2021,SSMM ZAPOPAN,0,0,0
14/03/2021,SSJ,79,55,24
14/03/2021,HCG,54,42,12
14/03/2021,ISSSTE,17,8,9
14/03/2021,IMSS,316,194,122
14/03/2021,Privados,43,40,3
14/03/2021,SMM TLAJOMULCO,0,0,0
14/03/2021,SMM GUADALAJARA,0,0,0
14/03/2021,CRUZ ROJA,0,0,0
14/03/2021,SSMM ZAPOPAN,0,0,0
15/03/2021,SSJ,73,51,22
15/03/2021,HCG,47,35,12
15/03/2021,ISSSTE,18,8,10
15/03/2021,IMSS,301,210,91
15/03/2021,Privados,47,42,5
15/03/2021,SMM TLAJOMULCO,0,0,0
15/03/2021,SMM GUADALAJARA,0,0,0
15/03/2021,CRUZ ROJA,0,0,0
15/03/2021,SSMM ZAPOPAN,0,0,0
16/03/2021,SSJ,67,45,22
16/03/2021,HCG,46,32,14
16/03/2021,ISSSTE,16,8,8
16/03/2021,IMSS,324,210,114
16/03/2021,Privados,45,42,3
16/03/2021,SMM TLAJOMULCO,0,0,0
16/03/2021,SMM GUADALAJARA,0,0,0
16/03/2021,CRUZ ROJA,0,0,0
16/03/2021,SSMM ZAPOPAN,0,0,0
17/03/2021,SSJ,61,40,21
17/03/2021,HCG,44,31,13
17/03/2021,ISSSTE,18,8,10
17/03/2021,IMSS,323,212,111
17/03/2021,Privados,68,62,6
17/03/2021,SMM TLAJOMULCO,0,0,0
17/03/2021,SMM GUADALAJARA,0,0,0
17/03/2021,CRUZ ROJA,0,0,0
17/03/2021,SSMM ZAPOPAN,0,0,0
18/03/2021,SSJ,62,40,22
18/03/2021,HCG,41,34,7
18/03/2021,ISSSTE,21,10,11
18/03/2021,IMSS,314,176,138
18/03/2021,Privados,66,62,4
18/03/2021,SMM TLAJOMULCO,0,0,0
18/03/2021,SMM GUADALAJARA,0,0,0
18/03/2021,CRUZ ROJA,0,0,0
18/03/2021,SSMM ZAPOPAN,0,0,0
19/03/2021,SSJ,53,31,22
19/03/2021,HCG,42,34,8
19/03/2021,ISSSTE,20,14,6
19/03/2021,IMSS,298,158,140
19/03/2021,Privados,65,60,5
19/03/2021,SMM TLAJOMULCO,0,0,0
19/03/2021,SMM GUADALAJARA,0,0,0
19/03/2021,CRUZ ROJA,0,0,0
19/03/2021,SSMM ZAPOPAN,0,0,0
20/03/2021,SSJ,54,34,20
20/03/2021,HCG,40,34,6
20/03/2021,ISSSTE,19,13,6
20/03/2021,IMSS,282,153,129
20/03/2021,Privados,38,35,3
20/03/2021,SMM TLAJOMULCO,0,0,0
20/03/2021,SMM GUADALAJARA,0,0,0
20/03/2021,CRUZ ROJA,0,0,0
20/03/2021,SSMM ZAPOPAN,0,0,0
21/03/2021,SSJ,50,30,20
21/03/2021,HCG,43,34,9
21/03/2021,ISSSTE,18,11,7
21/03/2021,IMSS,274,151,123
21/03/2021,Privados,32,31,1
21/03/2021,SMM TLAJOMULCO,0,0,0
21/03/2021,SMM GUADALAJARA,0,0,0
21/03/2021,CRUZ ROJA,0,0,0
21/03/2021,SSMM ZAPOPAN,0,0,0
22/03/2021,SSJ,49,29,20
22/03/2021,HCG,40,33,7
22/03/2021,ISSSTE,21,11,10
22/03/2021,IMSS,276,148,128
22/03/2021,Privados,55,48,8
22/03/2021,SMM TLAJOMULCO,0,0,0
22/03/2021,SMM GUADALAJARA,0,0,0
22/03/2021,CRUZ ROJA,0,0,0
22/03/2021,SSMM ZAPOPAN,0,0,0
23/03/2021,SSJ,46,28,18
23/03/2021,HCG,44,32,12
23/03/2021,ISSSTE,19,9,10
23/03/2021,IMSS,280,146,134
23/03/2021,Privados,31,29,2
23/03/2021,SMM TLAJOMULCO,0,0,0
23/03/2021,SMM GUADALAJARA,0,0,0
23/03/2021,CRUZ ROJA,0,0,0
23/03/2021,SSMM ZAPOPAN,0,0,0
24/03/2021,SSJ,44,28,16
24/03/2021,HCG,38,28,10
24/03/2021,ISSSTE,17,12,5
24/03/2021,IMSS,276,141,135
24/03/2021,Privados,63,53,10
24/03/2021,SMM TLAJOMULCO,0,0,0
24/03/2021,SMM GUADALAJARA,0,0,0
24/03/2021,CRUZ ROJA,0,0,0
24/03/2021,SSMM ZAPOPAN,0,0,0
25/03/2021,SSJ,43,31,12
25/03/2021,HCG,35,25,10
25/03/2021,ISSSTE,16,11,5
25/03/2021,IMSS,273,130,143
25/03/2021,Privados,49,43,6
25/03/2021,SMM TLAJOMULCO,0,0,0
25/03/2021,SMM GUADALAJARA,0,0,0
25/03/2021,CRUZ ROJA,0,0,0
25/03/2021,SSMM ZAPOPAN,0,0,0
26/03/2021,SSJ,47,32,15
26/03/2021,HCG,32,23,9
26/03/2021,ISSSTE,20,14,6
26/03/2021,IMSS,275,131,144
26/03/2021,Privados,32,31,1
26/03/2021,SMM TLAJOMULCO,0,0,0
26/03/2021,SMM GUADALAJARA,0,0,0
26/03/2021,CRUZ ROJA,0,0,0
26/03/2021,SSMM ZAPOPAN,0,0,0
27/03/2021,SSJ,50,34,16
27/03/2021,HCG,36,24,12
27/03/2021,ISSSTE,17,8,9
27/03/2021,IMSS,255,128,127
27/03/2021,Privados,32,31,1
27/03/2021,SMM TLAJOMULCO,0,0,0
27/03/2021,SMM GUADALAJARA,0,0,0
27/03/2021,CRUZ ROJA,0,0,0
27/03/2021,SSMM ZAPOPAN,0,0,0
28/03/2021,SSJ,45,32,13
28/03/2021,HCG,34,22,12
28/03/2021,ISSSTE,14,7,7
28/03/2021,IMSS,244,120,124
28/03/2021,Privados,21,21,0
28/03/2021,SMM TLAJOMULCO,0,0,0
28/03/2021,SMM GUADALAJARA,0,0,0
28/03/2021,CRUZ ROJA,0,0,0
28/03/2021,SSMM ZAPOPAN,0,0,0
29/03/2021,SSJ,49,32,17
29/03/2021,HCG,38,23,15
29/03/2021,ISSSTE,13,6,7
29/03/2021,IMSS,240,113,127
29/03/2021,Privados,43,39,4
29/03/2021,SMM TLAJOMULCO,0,0,0
29/03/2021,SMM GUADALAJARA,0,0,0
29/03/2021,CRUZ ROJA,0,0,0
29/03/2021,SSMM ZAPOPAN,0,0,0
30/03/2021,SSJ,49,27,22
30/03/2021,HCG,38,23,15
30/03/2021,ISSSTE,12,5,7
30/03/2021,IMSS,228,114,114
30/03/2021,Privados,44,38,6
30/03/2021,SMM TLAJOMULCO,0,0,0
30/03/2021,SMM GUADALAJARA,0,0,0
30/03/2021,CRUZ ROJA,0,0,0
30/03/2021,SSMM ZAPOPAN,0,0,0
31/03/2021,SSJ,48,32,16
31/03/2021,HCG,31,20,11
31/03/2021,ISSSTE,12,4,8
31/03/2021,IMSS,234,123,111
31/03/2021,Privados,42,39,3
31/03/2021,SMM TLAJOMULCO,0,0,0
31/03/2021,SMM GUADALAJARA,0,0,0
31/03/2021,CRUZ ROJA,0,0,0
31/03/2021,SSMM ZAPOPAN,0,0,0
01/04/2021,SSJ,51,34,17
01/04/2021,HCG,32,19,13
01/04/2021,ISSSTE,13,9,4
01/04/2021,IMSS,235,120,115
01/04/2021,Privados,0,0,0
01/04/2021,SMM TLAJOMULCO,0,0,0
01/04/2021,SMM GUADALAJARA,0,0,0
01/04/2021,CRUZ ROJA,0,0,0
01/04/2021,SSMM ZAPOPAN,0,0,0
02/04/2021,SSJ,55,35,20
02/04/2021,HCG,29,17,12
02/04/2021,ISSSTE,12,8,4
02/04/2021,IMSS,206,118,88
02/04/2021,Privados,0,0,0
02/04/2021,SMM TLAJOMULCO,0,0,0
02/04/2021,SMM GUADALAJARA,0,0,0
02/04/2021,CRUZ ROJA,0,0,0
02/04/2021,SSMM ZAPOPAN,0,0,0
03/04/2021,SSJ,56,30,26
03/04/2021,HCG,32,16,16
03/04/2021,ISSSTE,11,8,3
03/04/2021,IMSS,205,109,96
03/04/2021,Privados,27,24,3
03/04/2021,SMM TLAJOMULCO,0,0,0
03/04/2021,SMM GUADALAJARA,0,0,0
03/04/2021,CRUZ ROJA,0,0,0
03/04/2021,SSMM ZAPOPAN,0,0,0
04/04/2021,SSJ,50,33,17
04/04/2021,HCG,33,17,16
04/04/2021,ISSSTE,11,8,3
04/04/2021,IMSS,229,166,63
04/04/2021,Privados,8,7,1
04/04/2021,SMM TLAJOMULCO,0,0,0
04/04/2021,SMM GUADALAJARA,0,0,0
04/04/2021,CRUZ ROJA,0,0,0
04/04/2021,SSMM ZAPOPAN,0,0,0
05/04/2021,SSJ,47,29,18
05/04/2021,HCG,33,16,17
05/04/2021,ISSSTE,11,6,5
05/04/2021,IMSS,235,101,134
05/04/2021,Privados,45,43,2
05/04/2021,SMM TLAJOMULCO,0,0,0
05/04/2021,SMM GUADALAJARA,0,0,0
05/04/2021,CRUZ ROJA,0,0,0
05/04/2021,SSMM ZAPOPAN,0,0,0
